AIRPORT_ICAO,AIRPORT_IATA,AIRPORT_NAME,AIRPORT_CITY,AIRPORT_CITY_CD,AIRPORT_STATE_CD,AIRPORT_COUNTRY_CD,AIRPORT_COUNTRY,AIRPORT_REGION,AIRPORT_REGION_TIMEZONE,UTC_HR_OFFSET,AIRPORT_LATITUDE,AIRPORT_LONGITUDE,AIRPORT_ELEVATION,AIRPORT_SIZE,UPDATED_DT
KLGC,LGC,Calloway Airport,La Grange,LGC,GA,US,United States,North America,America/New_York,-5,33.0075,-85.070833,693,5,2017-12-13 18:29:45
KLGD,LGD,La Grande/Union County Airport,La Grande,LGD,OR,US,United States,North America,America/Los_Angeles,-8,45.289722,-118.005,2717,4,2017-12-13 18:29:45
KLGF,LGF,Laguna Army Air Field,Yuma,YUM,AZ,US,United States,North America,America/Phoenix,-7,32.861859,-114.398003,0,5,2017-10-10 11:17:20
KLGU,LGU,Cache Airport,Logan,LGU,UT,US,United States,North America,America/Denver,-7,41.7875,-111.855,4454,4,2017-12-13 18:29:45
KLHU,LHU,Lianshulu Airport,Caprivi,LHU,"",NA,Namibia,Africa,Africa/Windhoek,2,-18.116389,23.391667,0,5,2017-10-10 11:17:20
KLHV,LHV,W T Piper Memorial Airport,Lock Haven,LHV,PA,US,United States,North America,America/New_York,-5,41.133333,-77.45,555,5,2017-12-13 18:29:45
KLHW,LIY,Wright Army Air Field,Hinesville,LIY,GA,US,United States,North America,America/New_York,-5,31.85,-81.6,48,5,2017-12-13 18:29:45
KLHZ,LFN,Triangle North Executive Airport,Louisburg,LFN,NC,US,United States,North America,America/New_York,-5,36.024947,-78.325418,338,5,2017-12-13 18:29:45
KLIC,LIC,Limon Municipal Airport,Limon,LIC,CO,US,United States,North America,America/Denver,-7,39.266667,-103.683333,5365,5,2017-12-13 18:29:45
KLIT,LIT,Bill and Hillary Clinton National Airport,Little Rock,LIT,AR,US,United States,North America,America/Chicago,-6,34.727431,-92.221374,262,3,2017-12-13 18:29:45
KLKP,LKP,Lake Placid Airport,Lake Placid,LKP,NY,US,United States,North America,America/New_York,-5,44.2645,-73.961899,1745,4,2017-12-13 18:29:45
KLKU,LOW,Louisa Airport,Louisa,LOW,VA,US,United States,North America,America/New_York,-5,38,-77.966667,493,5,2017-12-13 18:29:45
KLKV,LKV,Lake County Airport,Lakeview,LKV,OR,US,United States,North America,America/Los_Angeles,-8,42.166667,-120.4,4733,4,2017-12-13 18:29:45
KLLJ,CHL,Challis Airport,Challis,CHL,ID,US,United States,North America,America/Denver,-7,44.5,-114.25,5072,5,2017-12-13 18:29:45
KLMS,LMS,Winston County Airport,Louisville,LMS,MS,US,United States,North America,America/Chicago,-6,33.116667,-89.05,575,5,2017-12-13 18:29:45
KLMT,LMT,Crater Lake Klamath Regional Airport,Klamath Falls,LMT,OR,US,United States,North America,America/Los_Angeles,-8,42.163056,-121.735833,4095,4,2017-12-13 18:29:45
KLNA,LNA,Palm Beach County Airport,West Palm Beach,PBI,FL,US,United States,North America,America/New_York,-5,26.716667,-80.05,14,5,2017-12-13 18:29:45
KLND,LND,Hunt Field,Lander,LND,WY,US,United States,North America,America/Denver,-7,42.833333,-108.733333,5586,5,2017-12-13 18:29:45
KLNK,LNK,Lincoln Airport,Lincoln,LNK,NE,US,United States,North America,America/Chicago,-6,40.846176,-96.754707,1219,4,2017-12-13 18:29:45
KLNN,LNN,Lost Nation Airport,Willoughby,LNN,OH,US,United States,North America,America/New_York,-5,41.683646,-81.391396,622,5,2017-12-13 18:29:45
KLNP,LNP,Wise Airport,Wise,LNP,VA,US,United States,North America,America/New_York,-5,36.983333,-82.566667,2685,5,2017-12-13 18:29:45
KLNR,LNR,Tri County Regional Airport,Lone Rock,LNR,WI,US,United States,North America,America/Chicago,-6,43.211908,-90.182116,717,4,2017-12-13 18:29:45
KLNS,LNS,Lancaster Airport,Lancaster,LNS,PA,US,United States,North America,America/New_York,-5,40.121111,-76.299722,403,4,2017-12-13 18:29:45
KLOL,LOL,Derby Field,Lovelock,LOL,NV,US,United States,North America,America/Los_Angeles,-8,40.058333,-118.566667,3904,4,2017-12-13 18:29:45
KLOT,LOT,Lewis University Airport,Romeoville,LOT,IL,US,United States,North America,America/Chicago,-6,41.607476,-88.09617,664,4,2017-12-13 18:29:45
KLOU,LOU,Bowman Field,Louisville,SDF,KY,US,United States,North America,America/New_York,-5,38.227275,-85.656879,524,4,2017-12-13 18:29:45
KLOZ,LOZ,Magee Field,London,LOZ,KY,US,United States,North America,America/New_York,-5,37.087222,-84.076944,1212,5,2017-12-13 18:29:45
KLPC,LPC,Lompoc Airport,Lompoc,LPC,CA,US,United States,North America,America/Los_Angeles,-8,34.664642,-120.466196,86,5,2017-12-13 18:29:45
KLQK,LQK,Pickens Airport,Pickens,LQK,SC,US,United States,North America,America/New_York,-5,34.883333,-82.7,1013,5,2017-12-13 18:29:45
KLRD,LRD,Laredo International Airport,Laredo,LRD,TX,US,United States,North America,America/Chicago,-6,27.543667,-99.455122,508,4,2017-12-13 18:29:45
KLRF,LRF,Little Rock Air Force Base,Jacksonville,LRF,AR,US,United States,North America,America/Chicago,-6,34.916667,-92.15,311,5,2017-12-13 18:29:45
KLRJ,LRJ,Lemars Municipal Airport,Lemars,LRJ,IA,US,United States,North America,America/Chicago,-6,42.8,-96.166667,1196,5,2017-12-13 18:29:45
KLRU,LRU,Las Cruces Municipal Airport,Las Cruces,LRU,NM,US,United States,North America,America/Denver,-7,32.290833,-106.921667,4456,4,2017-12-13 18:29:45
KLSB,LSB,Lordsburg Airport,Lordsburg,LSB,NM,US,United States,North America,America/Denver,-7,32.416667,-108.666667,4278,5,2017-12-13 18:29:45
KLSE,LSE,La Crosse Regional Airport,La Crosse,LSE,WI,US,United States,North America,America/Chicago,-6,43.875245,-91.264334,654,4,2017-12-13 18:29:45
KLSF,LSF,Lawson Army Air Field - Ft Benning,Columbus,LSF,GA,US,United States,North America,America/New_York,-5,32.335278,-84.990074,224,4,2017-12-13 18:29:45
KLSK,LSK,Lusk Municipal,Lusk,"",WY,US,United States,North America,America/Denver,-7,42.788083,-104.445528,4964,5,2017-12-13 18:29:45
KLSN,LSN,Los Banos Airport,Los Banos,LSN,CA,US,United States,North America,America/Los_Angeles,-8,37.066667,-120.85,119,5,2017-12-13 18:29:45
KLSV,LSV,Nellis Air Force Base,Las Vegas,LAS,NV,US,United States,North America,America/Los_Angeles,-8,36.23297,-115.035953,1840,4,2017-12-13 18:29:45
KLTS,LTS,Altus Air Force Base,Altus,LTS,OK,US,United States,North America,America/Chicago,-6,34.658354,-99.269343,1358,5,2017-12-13 18:29:45
KLUF,LUF,Luke Air Force Base,Phoenix,PHX,AZ,US,United States,North America,America/Phoenix,-7,33.536394,-112.372838,1067,4,2017-10-10 11:17:20
KLUK,LUK,Cincinnati Municipal Airport -  Lunken Field,Cincinnati,CVG,OH,US,United States,North America,America/New_York,-5,39.103297,-84.418596,472,4,2017-12-13 18:29:45
KLUL,LUL,Hesler-Noble Field,Laurel,LUL,MS,US,United States,North America,America/Chicago,-6,31.672604,-89.172207,235,5,2017-12-13 18:29:45
KLVK,LVK,Livermore Municipal Airport,Livermore,LVK,CA,US,United States,North America,America/Los_Angeles,-8,37.693889,-121.817222,397,4,2017-12-13 18:29:45
KLVL,LVL,Lawrenceville Airport,Lawrenceville,LVL,VA,US,United States,North America,America/New_York,-5,36.75,-77.833333,329,5,2017-12-13 18:29:45
KLVM,LVM,Mission Field,Livingston,LVM,MT,US,United States,North America,America/Denver,-7,45.666667,-110.566667,4656,4,2017-12-13 18:29:45
KLVS,LVS,Las Vegas Airport,Las Vegas,LVS,NM,US,United States,North America,America/Denver,-7,35.6,-105.216667,6877,4,2017-12-13 18:29:45
KLWB,LWB,Greenbrier Valley Airport,Lewisburg,LWB,WV,US,United States,North America,America/New_York,-5,37.859722,-80.398611,2302,4,2017-12-13 18:29:45
KLWC,LWC,Lawrence Airport,Lawrence,LWC,KS,US,United States,North America,America/Chicago,-6,39.009167,-95.2175,832,5,2017-12-13 18:29:45
KLWL,LWL,Wells Municipal Airport-Harriet Field,Wells,LWL,NV,US,United States,North America,America/Los_Angeles,-8,41.117098,-114.922214,5734,5,2017-12-13 18:29:45
KLWM,LWM,Lawrence Municipal Airport,Lawrence,LWM,MA,US,United States,North America,America/New_York,-5,42.7175,-71.1225,148,3,2017-12-13 18:29:45
KLWS,LWS,Lewiston-Nez Perce County Regional Airport,Lewiston,LWS,ID,US,United States,North America,America/Los_Angeles,-8,46.374722,-117.014444,1438,4,2017-12-13 18:29:45
KLWT,LWT,Lewistown Municipal Airport,Lewistown,LWT,MT,US,United States,North America,America/Denver,-7,47.051111,-109.471111,4167,4,2017-12-13 18:29:45
KLWV,LWV,Lawrenceville Municipal Airport,Lawrenceville,LWV,IL,US,United States,North America,America/Chicago,-6,38.733333,-87.683333,430,5,2017-12-13 18:29:45
KLXN,LXN,Jim Kelly Field,Lexington,LXN,NE,US,United States,North America,America/Chicago,-6,40.791002,-99.777288,2410,5,2017-12-13 18:29:45
KLXV,LXV,Leadville Airport,Leadville,LXV,CO,US,United States,North America,America/Denver,-7,39.220278,-106.316111,9927,5,2017-12-13 18:29:45
KLYH,LYH,Preston-Glenn Field,Lynchburg,LYH,VA,US,United States,North America,America/New_York,-5,37.326944,-79.201111,938,4,2017-12-13 18:29:45
KLYO,LYO,Rice County Municipal Airport,Lyons,LYO,KS,US,United States,North America,America/Chicago,-6,38.35,-98.2,1691,5,2017-12-13 18:29:45
KMAC,MAC,Macon Downtown Airport,Macon,MCN,GA,US,United States,North America,America/New_York,-5,32.822158,-83.562019,430,5,2017-12-13 18:29:45
KMAE,MAE,Madera Airport,Madera,MAE,CA,US,United States,North America,America/Los_Angeles,-8,36.95,-120.066667,253,4,2017-12-13 18:29:45
KMAF,MAF,Midland International Airport,Midland,MAF,TX,US,United States,North America,America/Chicago,-6,31.937145,-102.208167,2871,3,2017-12-13 18:29:45
KMAW,MAW,Malden Airport,Malden,MAW,MO,US,United States,North America,America/Chicago,-6,36.605556,-89.988889,295,5,2017-12-13 18:29:45
KMBG,MBG,Mobridge Municipal Airport,Mobridge,MBG,SD,US,United States,North America,America/Chicago,-6,45.544733,-100.406877,1693,4,2017-12-13 18:29:45
KMBL,MBL,Blacker Airport,Manistee,MBL,MI,US,United States,North America,America/New_York,-5,44.273889,-86.253333,621,4,2017-12-13 18:29:45
KMBO,DXE,Bruce Campbell Field,Madison,"",MS,US,United States,North America,America/Chicago,-6,32.44107,-90.104127,324,4,2017-12-13 18:29:45
KMBS,MBS,MBS International Airport,Saginaw,MBS,MI,US,United States,North America,America/New_York,-5,43.53339,-84.090742,668,4,2017-12-13 18:29:45
KMBY,MBY,Moberly Airport,Moberly,MBY,MO,US,United States,North America,America/Chicago,-6,39.463889,-92.426667,867,5,2017-12-13 18:29:45
KMCB,MCB,Pike County Airport,Mc Comb,MCB,MS,US,United States,North America,America/Chicago,-6,31.175556,-90.469444,413,4,2017-12-13 18:29:45
KMCC,MCC,McClellan Air Force Base,Sacramento,SAC,CA,US,United States,North America,America/Los_Angeles,-8,38.662617,-121.398388,74,4,2017-12-13 18:29:45
KMCD,MCD,Mackinac Island Airport,Mackinac Island,MCD,MI,US,United States,North America,America/New_York,-5,45.864899,-84.637299,736,4,2017-12-13 18:29:45
KMCE,MCE,Merced Municipal Airport,Merced,MCE,CA,US,United States,North America,America/Los_Angeles,-8,37.284722,-120.512778,156,4,2017-12-13 18:29:45
KMCF,MCF,MacDill Air Force Base,Tampa,TPA,FL,US,United States,North America,America/New_York,-5,27.848473,-82.49993,8,4,2017-12-13 18:29:45
KMCI,MCI,Kansas City International Airport,Kansas City,MKC,MO,US,United States,North America,America/Chicago,-6,39.293807,-94.719925,1026,2,2017-12-13 18:29:45
KMCK,MCK,Mc Cook Airport,McCook,MCK,NE,US,United States,North America,America/Chicago,-6,40.263889,-100.668056,2580,4,2017-12-13 18:29:45
KMCN,MCN,Middle Georgia Regional Airport,Macon,MCN,GA,US,United States,North America,America/New_York,-5,32.701987,-83.648651,354,4,2017-12-13 18:29:45
KMCO,MCO,Orlando International Airport,Orlando,ORL,FL,US,United States,North America,America/New_York,-5,28.432177,-81.308301,96,1,2017-12-13 18:29:45
KMCW,MCW,Mason City Airport,Mason City,MCW,IA,US,United States,North America,America/Chicago,-6,43.156944,-93.329444,1213,4,2017-12-13 18:29:45
KMDA,MDA,Martindale Army Air Field,San Antonio,SAT,TX,US,United States,North America,America/Chicago,-6,29.43279,-98.376758,677,5,2017-12-13 18:29:45
KMDD,MDD,Midland Airpark,Midland,MDD,TX,US,United States,North America,America/Chicago,-6,32.033175,-102.098865,2797,4,2017-12-13 18:29:45
KMDF,MDF,Mooreland Municipal,Mooreland,"",OK,US,United States,North America,America/Chicago,-6,36.497583,-99.291583,1970,5,2017-12-13 18:29:45
KMDH,MDH,Southern Illinois Airport,Carbondale,MDH,IL,US,United States,North America,America/Chicago,-6,37.781389,-89.246944,411,5,2017-12-13 18:29:45
KMDS,XMD,Madison Airport,Madison,XMD,SD,US,United States,North America,America/Chicago,-6,44,-97.116667,1717,5,2017-12-13 18:29:45
KMDT,MDT,Harrisburg International Airport,Middletown,HAR,PA,US,United States,North America,America/New_York,-5,40.196008,-76.756057,310,3,2017-12-13 18:29:45
KMDW,MDW,Chicago Midway International Airport,Chicago,CHI,IL,US,United States,North America,America/Chicago,-6,41.788136,-87.740871,620,1,2017-12-13 18:29:45
KMEB,MXE,Maxton Airport,Maxton,MXE,NC,US,United States,North America,America/New_York,-5,34.716667,-79.333333,220,5,2017-12-13 18:29:45
KMEI,MEI,Key Field,Meridian,MEI,MS,US,United States,North America,America/Chicago,-6,32.337222,-88.749167,297,4,2017-12-13 18:29:45
KMEM,MEM,Memphis International Airport,Memphis,MEM,TN,US,United States,North America,America/Chicago,-6,35.044579,-89.982258,292,1,2017-12-13 18:29:45
KMER,MER,Castle Air Force Base,Merced,MCE,CA,US,United States,North America,America/Los_Angeles,-8,37.3,-120.483333,189,5,2017-12-13 18:29:45
KMEV,MEV,Douglas County Airport,Minden,MEV,NV,US,United States,North America,America/Los_Angeles,-8,39,-119.75,4717,5,2017-12-13 18:29:45
KMFD,MFD,Lahm Municipal Airport,Mansfield,MFD,OH,US,United States,North America,America/New_York,-5,40.82,-82.512778,1297,4,2017-12-13 18:29:45
KMFE,MFE,McAllen International Airport,McAllen,MFE,TX,US,United States,North America,America/Chicago,-6,26.181295,-98.239775,107,4,2017-12-13 18:29:45
KMFI,MFI,Marshfield Municipal Airport,Marshfield,MFI,WI,US,United States,North America,America/Chicago,-6,44.633889,-90.186667,1277,5,2017-12-13 18:29:45
KMFR,MFR,Rogue Valley International-Medford Airport,Medford,MFR,OR,US,United States,North America,America/Los_Angeles,-8,42.369025,-122.87312,1335,3,2017-12-13 18:29:45
KMFV,MFV,Accomack County Airport,Melfa,MFV,VA,US,United States,North America,America/New_York,-5,37.633333,-75.783333,47,5,2017-12-13 18:29:45
KMGC,MGC,Michigan City Airport,Michigan City,MGC,IN,US,United States,North America,America/Chicago,-6,41.7,-86.816667,655,5,2017-12-13 18:29:45
KMGE,MGE,Dobbins Air Force Base,Marietta,MGE,GA,US,United States,North America,America/New_York,-5,33.912954,-84.510918,1018,4,2017-12-13 18:29:45
KMGJ,MGJ,Orange County Airport,Montgomery,MGJ,NY,US,United States,North America,America/New_York,-5,41.516667,-74.266667,365,5,2017-12-13 18:29:45
KMGM,MGM,Montgomery Regional Airport-Dannelly Field,Montgomery,MGM,AL,US,United States,North America,America/Chicago,-6,32.300596,-86.393997,200,4,2017-12-13 18:29:45
KMGR,MGR,Thomasville Airport,Moultrie,MGR,GA,US,United States,North America,America/New_York,-5,31.069444,-83.802778,294,5,2017-12-13 18:29:45
KMGW,MGW,Morgantown Airport,Morgantown,MGW,WV,US,United States,North America,America/New_York,-5,39.642778,-79.915833,1248,4,2017-12-13 18:29:45
KMHE,MHE,Mitchell Municipal Airport,Mitchell,MHE,SD,US,United States,North America,America/Chicago,-6,43.775278,-98.038056,1304,4,2017-12-13 18:29:45
KMHK,MHK,Manhattan Municipal Airport,Manhattan,MHK,KS,US,United States,North America,America/Chicago,-6,39.142222,-96.668889,1056,4,2017-12-13 18:29:45
KMHL,MHL,Memorial Municipal Airport,Marshall,MHL,MO,US,United States,North America,America/Chicago,-6,39.116667,-93.2,779,5,2017-12-13 18:29:45
KMHN,MHN,Mullen Airport,Mullen,MHN,NE,US,United States,North America,America/Denver,-7,42.05,-101.016667,3260,5,2017-12-13 18:29:45
KMHR,MHR,Mather Airport,Sacramento,SAC,CA,US,United States,North America,America/Los_Angeles,-8,38.553902,-121.297996,86,4,2017-12-13 18:29:45
KMHT,MHT,Manchester Boston Regional Airport,Manchester,MHT,NH,US,United States,North America,America/New_York,-5,42.927862,-71.438439,242,3,2017-12-13 18:29:45
KMHV,MHV,Mojave Air and Space Port,Mojave,MHV,CA,US,United States,North America,America/Los_Angeles,-8,35.057904,-118.147815,2743,4,2017-12-13 18:29:45
KMHX,MHX,Manihiki Island Airport,Manihiki Island,MHX,"",CK,Cook Islands,Oceania,Pacific/Rarotonga,-10,-10.366667,-161,0,5,2017-10-10 11:17:20
KMIA,MIA,Miami International Airport,Miami,MIA,FL,US,United States,North America,America/New_York,-5,25.796,-80.278234,8,1,2017-12-13 18:29:45
KMIB,MIB,Minot Air Force Base,Minot,MOT,ND,US,United States,North America,America/Chicago,-6,48.415781,-101.35787,1660,4,2017-12-13 18:29:45
KMIC,MIC,Crystal Airport,Minneapolis,MSP,MN,US,United States,North America,America/Chicago,-6,45.061944,-93.353889,869,5,2017-12-13 18:29:45
KMIE,MIE,Delaware County Regional Airport,Muncie,MIE,IN,US,United States,North America,America/Indiana/Indianapolis,-5,40.239722,-85.394444,937,4,2017-12-13 18:29:45
KMIO,MIO,Miami Airport,Miami,MIO,OK,US,United States,North America,America/Chicago,-6,36.883333,-94.9,808,5,2017-12-13 18:29:45
KMIT,MIT,Minter Field,Shafter,MIT,CA,US,United States,North America,America/Los_Angeles,-8,35.507387,-119.192002,417,5,2017-12-13 18:29:45
KMIV,MIV,Millville Municipal Airport,Millville,MIV,NJ,US,United States,North America,America/New_York,-5,39.364644,-75.079292,57,4,2017-12-13 18:29:45
KMIW,MIW,Marshalltown Municipal Airport,Marshalltown,MIW,IA,US,United States,North America,America/Chicago,-6,42.166667,-92.916667,974,5,2017-12-13 18:29:45
KMJQ,MJQ,Jackson Airport,Jackson,MJQ,MN,US,United States,North America,America/Chicago,-6,43.616667,-95.016667,1446,5,2017-12-13 18:29:45
KMJX,MJX,Robert J. Miller Air Park,Toms River,MJX,NJ,US,United States,North America,America/New_York,-5,39.928092,-74.293055,86,4,2017-12-13 18:29:45
KMKC,MKC,Charles B. Wheeler Downtown Airport,Kansas City,MKC,MO,US,United States,North America,America/Chicago,-6,39.124167,-94.591944,759,3,2017-12-13 18:29:45
KMKE,MKE,General Mitchell International Airport,Milwaukee,MKE,WI,US,United States,North America,America/Chicago,-6,42.948095,-87.902668,670,2,2017-12-13 18:29:45
KMKG,MKG,Muskegon Airport,Muskegon,MKG,MI,US,United States,North America,America/New_York,-5,43.170556,-86.2375,628,4,2017-12-13 18:29:45
KMKL,MKL,Mckellar-Sipes Regional Airport,Jackson,MKL,TN,US,United States,North America,America/Chicago,-6,35.599778,-88.915097,418,4,2017-12-13 18:29:45
KMKO,MKO,Davis Field,Muskogee,MKO,OK,US,United States,North America,America/Chicago,-6,35.660556,-95.366667,610,5,2017-12-13 18:29:45
KMKT,MKT,Mankato Municipal Airport,Mankato,MKT,MN,US,United States,North America,America/Chicago,-6,44.223611,-93.918333,1020,5,2017-12-13 18:29:45
KMKY,MRK,Marco Island Airport,Marco Island,MRK,FL,US,United States,North America,America/New_York,-5,25.999664,-81.674172,1,4,2017-12-13 18:29:45
KMLB,MLB,Orlando Melbourne International Airport,Melbourne,MLB,FL,US,United States,North America,America/New_York,-5,28.1025,-80.630278,33,4,2017-12-13 18:29:45
KMLC,MLC,McAlester Regional Airport,McAlester,MLC,OK,US,United States,North America,America/Chicago,-6,34.880278,-95.785,770,4,2017-12-13 18:29:45
KMLD,MLD,Malad City Airport,Malad City,MLD,ID,US,United States,North America,America/Denver,-7,42.2,-112.45,4503,5,2017-12-13 18:29:45
KMLE,MIQ,Millard Airport,Omaha,OMA,NE,US,United States,North America,America/Chicago,-6,41.195123,-96.112097,1043,4,2017-12-13 18:29:45
KMLF,MLF,Milford Airport,Milford,MLF,UT,US,United States,North America,America/Denver,-7,38.433333,-113.016667,5039,5,2017-12-13 18:29:45
KMLI,MLI,Quad City International Airport,Moline,MLI,IL,US,United States,North America,America/Chicago,-6,41.453897,-90.506111,590,3,2017-12-13 18:29:45
KMLJ,MLJ,Baldwin County Airport,Milledgeville,MLJ,GA,US,United States,North America,America/New_York,-5,33.083333,-83.233333,384,5,2017-12-13 18:29:45
KMLK,MLK,Malta,Malta,"",MT,US,United States,North America,America/Denver,-7,48.494417,-107.9095,2280,5,2017-12-13 18:29:45
KMLS,MLS,Frank Wiley Field,Miles City,MLS,MT,US,United States,North America,America/Denver,-7,46.428325,-105.884503,2625,4,2017-12-13 18:29:45
KMLT,MLT,Millinocket Municipal Airport,Millinocket,MLT,ME,US,United States,North America,America/New_York,-5,45.6478,-68.6856,398,4,2017-12-13 18:29:45
KMLU,MLU,Monroe Regional Airport,Monroe,MLU,LA,US,United States,North America,America/Chicago,-6,32.511842,-92.043659,79,4,2017-12-13 18:29:45
KMMH,MMH,Mammoth Lakes Airport,Mammoth Lakes,MMH,CA,US,United States,North America,America/Los_Angeles,-8,37.631111,-118.851389,7128,4,2017-12-13 18:29:45
KMMI,MMI,McMinn County Airport,Athens,MMI,TN,US,United States,North America,America/New_York,-5,35.523028,-84.675694,858,5,2017-12-13 18:29:45
KMML,MML,Southwest Minnesota Regional Airport,Marshall,MML,MN,US,United States,North America,America/Chicago,-6,44.447222,-95.8175,1180,4,2017-12-13 18:29:45
KMMS,MMS,Selfs Airport,Marks,MMS,MS,US,United States,North America,America/Chicago,-6,34.266667,-90.266667,162,5,2017-12-13 18:29:45
KMMT,MMT,McEntire Joint National Guard Base,Columbia,CAE,SC,US,United States,North America,America/New_York,-5,33.92465,-80.806428,239,5,2017-12-13 18:29:45
KMMU,MMU,Morristown Municipal Airport,Morristown,MMU,NJ,US,United States,North America,America/New_York,-5,40.795183,-74.421112,187,4,2017-12-13 18:29:45
KMNM,MNM,Menominee-Marinette Twin County Airport,Menominee,MNM,MI,US,United States,North America,America/Chicago,-6,45.121667,-87.636111,625,4,2017-12-13 18:29:45
KMNN,MNN,Marion Municipal Airport,Marion,MNN,OH,US,United States,North America,America/New_York,-5,40.583333,-83.133333,993,5,2017-12-13 18:29:45
KMOB,MOB,Mobile Regional Airport,Mobile,MOB,AL,US,United States,North America,America/Chicago,-6,30.681085,-88.244753,219,3,2017-12-13 18:29:45
KMOD,MOD,Modesto Municipal Airport,Modesto,MOD,CA,US,United States,North America,America/Los_Angeles,-8,37.626944,-120.955278,97,4,2017-12-13 18:29:45
KMOP,MOP,Mount Pleasant Municipal Airport,Mount Pleasant,MOP,MI,US,United States,North America,America/New_York,-5,43.620642,-84.737792,749,4,2017-12-13 18:29:45
KMOR,MOR,Moore-Murrell Airport,Morristown,MOR,TN,US,United States,North America,America/New_York,-5,36.216667,-83.3,1313,4,2017-12-13 18:29:45
KMOT,MOT,Minot International Airport,Minot,MOT,ND,US,United States,North America,America/Chicago,-6,48.256328,-101.291519,1716,4,2017-12-13 18:29:45
KMOX,MOX,Morris Municipal Airport,Morris,MOX,MN,US,United States,North America,America/Chicago,-6,45.583333,-95.916667,1130,5,2017-12-13 18:29:45
KMPJ,MPJ,Petit Jean Park Airport,Morrilton,MPJ,AR,US,United States,North America,America/Chicago,-6,35.15,-92.733333,923,5,2017-12-13 18:29:45
KMPO,MPO,Mount Pocono Airport,Mount Pocono,MPO,PA,US,United States,North America,America/New_York,-5,41.133333,-75.366667,1916,5,2017-12-13 18:29:45
KMPR,MPR,McPherson Airport,McPherson,MPR,KS,US,United States,North America,America/Chicago,-6,38.374361,-97.763306,1497,5,2017-12-13 18:29:45
KMPV,MPV,Edward F. Knapp State Airport,Berlin,MPV,VT,US,United States,North America,America/New_York,-5,44.202842,-72.563806,1132,4,2017-12-13 18:29:45
KMPZ,MPZ,Mount Pleasant Municipal Airport,Mount Pleasant,MPZ,IA,US,United States,North America,America/Chicago,-6,40.966667,-91.55,734,5,2017-12-13 18:29:45
KMQB,MQB,Macomb Municipal Airport,Macomb,MQB,IL,US,United States,North America,America/Chicago,-6,40.4525,-90.621389,705,5,2017-12-13 18:29:45
KMQI,MEO,Dare County Regional Airport,Manteo,MEO,NC,US,United States,North America,America/New_York,-5,35.919167,-75.695278,14,4,2017-12-13 18:29:45
KMQS,CTH,Chester County  G. O. Carlson Airport,Coatesville,CTH,PA,US,United States,North America,America/New_York,-5,39.979532,-75.863395,644,4,2017-12-13 18:29:45
KMQW,MQW,Telfair-Wheeler Airport,McRae,MQW,GA,US,United States,North America,America/New_York,-5,32.207778,-83.000278,202,5,2017-12-13 18:29:45
KMQY,MQY,Smyrna Airport,Smyrna,MQY,TN,US,United States,North America,America/Chicago,-6,36.006745,-86.510593,518,4,2017-12-13 18:29:45
KMRB,MRB,Eastern West Virginia Regional Airport,Martinsburg,MRB,WV,US,United States,North America,America/New_York,-5,39.401667,-77.985,557,4,2017-12-13 18:29:45
KMRC,MRC,Maury County Airport,Columbia,MRC,TN,US,United States,North America,America/Chicago,-6,35.553375,-87.177436,676,5,2017-12-13 18:29:45
KMRF,MRF,Marfa Municipal Airport,Marfa,MRF,TX,US,United States,North America,America/Chicago,-6,30.371099,-104.017997,4841,4,2017-12-13 18:29:45
KMRN,MRN,Lenoir Airport,Morganton,MRN,NC,US,United States,North America,America/New_York,-5,35.75,-81.683333,1270,5,2017-12-13 18:29:45
KMRY,MRY,Monterey Regional Airport,Monterey,MRY,CA,US,United States,North America,America/Los_Angeles,-8,36.587294,-121.850813,181,3,2017-12-13 18:29:45
KMSA,MPS,Mount Pleasant Airport,Mount Pleasant,MPS,TX,US,United States,North America,America/Chicago,-6,33.166667,-94.983333,404,5,2017-12-13 18:29:45
KMSL,MSL,Northwest Alabama Regional Airport,Muscle Shoals,MSL,AL,US,United States,North America,America/Chicago,-6,34.748611,-87.616111,550,4,2017-12-13 18:29:45
KMSN,MSN,Dane County Regional Airport,Madison,MSN,WI,US,United States,North America,America/Chicago,-6,43.136377,-89.346497,887,3,2017-12-13 18:29:45
KMSO,MSO,Missoula International Airport,Missoula,MSO,MT,US,United States,North America,America/Denver,-7,46.918965,-114.083216,3205,4,2017-12-13 18:29:45
KMSP,MSP,Minneapolis-St. Paul International Airport,Minneapolis,MSP,MN,US,United States,North America,America/Chicago,-6,44.883016,-93.210922,841,1,2017-12-13 18:29:45
KMSS,MSS,Richards Field,Massena,MSS,NY,US,United States,North America,America/New_York,-5,44.937778,-74.846667,215,4,2017-12-13 18:29:45
KMSV,MSV,Sullivan County International Airport,Monticello,MSV,NY,US,United States,North America,America/New_York,-5,41.701389,-74.795,1403,5,2017-12-13 18:29:45
KMSY,MSY,Louis Armstrong New Orleans International Airport,New Orleans,MSY,LA,US,United States,North America,America/Chicago,-6,29.984564,-90.256391,4,2,2017-12-13 18:29:45
KMTC,MTC,Selfridge Air National Guard Base,Mount Clemens,MTC,MI,US,United States,North America,America/New_York,-5,42.610445,-82.836492,580,4,2017-12-13 18:29:45
KMTH,MTH,The Florida Keys Marathon Airport,Marathon,MTH,FL,US,United States,North America,America/New_York,-5,24.726206,-81.050937,4,4,2017-12-13 18:29:45
